"Country or Area","Element","Year","Unit","Value","Value Footnotes"
"Equatorial Guinea","Share in Land area","2001","%","3.57",""
"Equatorial Guinea","Share in Land area","2000","%","3.57",""
"Equatorial Guinea","Share in Land area","1999","%","3.57",""
"Equatorial Guinea","Share in Land area","1998","%","3.57",""
"Equatorial Guinea","Share in Land area","1997","%","3.64",""
"Equatorial Guinea","Share in Land area","1996","%","3.60",""
"Equatorial Guinea","Share in Land area","1995","%","3.57",""
"Equatorial Guinea","Share in Land area","1994","%","3.57",""
"Equatorial Guinea","Share in Land area","1993","%","3.57",""
"Equatorial Guinea","Share in Land area","1992","%","3.64",""
"Equatorial Guinea","Share in Land area","1991","%","3.60",""
"Equatorial Guinea","Share in Land area","1990","%","3.60",""
"Equatorial Guinea","Share in Land area","1989","%","3.74",""
"Equatorial Guinea","Share in Land area","1988","%","3.74",""
"Equatorial Guinea","Share in Land area","1987","%","3.74",""
"Equatorial Guinea","Share in Land area","1986","%","3.74",""
"Equatorial Guinea","Share in Land area","1985","%","3.74",""
"Equatorial Guinea","Share in Land area","1984","%","3.74",""
"Equatorial Guinea","Share in Land area","1983","%","3.96",""
"Equatorial Guinea","Share in Land area","1982","%","3.99",""
"Equatorial Guinea","Share in Land area","1981","%","4.06",""
"Equatorial Guinea","Share in Land area","1980","%","4.10",""
"Equatorial Guinea","Share in Land area","1979","%","4.17",""
"Equatorial Guinea","Share in Land area","1978","%","4.21",""
"Equatorial Guinea","Share in Land area","1977","%","4.28",""
"Equatorial Guinea","Share in Land area","1976","%","4.31",""
"Equatorial Guinea","Share in Land area","1975","%","4.39",""
"Equatorial Guinea","Share in Land area","1974","%","4.42",""
"Equatorial Guinea","Share in Land area","1973","%","4.49",""
"Equatorial Guinea","Share in Land area","1972","%","4.53",""
"Equatorial Guinea","Share in Land area","1971","%","4.60",""
"Equatorial Guinea","Share in Land area","1970","%","4.63",""
"Equatorial Guinea","Share in Land area","1969","%","4.71",""
"Equatorial Guinea","Share in Land area","1968","%","4.74",""
"Equatorial Guinea","Share in Land area","1967","%","4.81",""
"Equatorial Guinea","Share in Land area","1966","%","4.85",""
"Equatorial Guinea","Share in Land area","1965","%","4.92",""
"Equatorial Guinea","Share in Land area","1964","%","4.96",""
"Equatorial Guinea","Share in Land area","1963","%","5.03",""
"Equatorial Guinea","Share in Land area","1962","%","5.06",""
"Equatorial Guinea","Share in Land area","1961","%","5.13",""
"Equatorial Guinea","Area per capita","2021","ha/cap","0.06",""
"Equatorial Guinea","Area per capita","2020","ha/cap","0.06",""
"Equatorial Guinea","Area per capita","2019","ha/cap","0.06",""
"Equatorial Guinea","Area per capita","2018","ha/cap","0.07",""
"Equatorial Guinea","Area per capita","2017","ha/cap","0.07",""
"Equatorial Guinea","Area per capita","2016","ha/cap","0.07",""
"Equatorial Guinea","Area per capita","2015","ha/cap","0.07",""
"Equatorial Guinea","Area per capita","2014","ha/cap","0.08",""
"Equatorial Guinea","Area per capita","2013","ha/cap","0.08",""
"Equatorial Guinea","Area per capita","2012","ha/cap","0.08",""
"Equatorial Guinea","Area per capita","2011","ha/cap","0.09",""
"Equatorial Guinea","Area per capita","2010","ha/cap","0.09",""
"Equatorial Guinea","Area per capita","2009","ha/cap","0.10",""
"Equatorial Guinea","Area per capita","2008","ha/cap","0.10",""
"Equatorial Guinea","Area per capita","2007","ha/cap","0.11",""
"Equatorial Guinea","Area per capita","2006","ha/cap","0.11",""
"Equatorial Guinea","Area per capita","2005","ha/cap","0.12",""
"Equatorial Guinea","Area per capita","2004","ha/cap","0.12",""
"Equatorial Guinea","Area per capita","2003","ha/cap","0.13",""
"Equatorial Guinea","Area per capita","2002","ha/cap","0.13",""
"Equatorial Guinea","Area per capita","2001","ha/cap","0.14",""
"Equatorial Guinea","Area per capita","2000","ha/cap","0.15",""
"Equatorial Guinea","Area per capita","1999","ha/cap","0.15",""
"Equatorial Guinea","Area per capita","1998","ha/cap","0.16",""
"Equatorial Guinea","Area per capita","1997","ha/cap","0.17",""
"Equatorial Guinea","Area per capita","1996","ha/cap","0.17",""
"Equatorial Guinea","Area per capita","1995","ha/cap","0.18",""
"Equatorial Guinea","Area per capita","1994","ha/cap","0.19",""
"Equatorial Guinea","Area per capita","1993","ha/cap","0.19",""
"Equatorial Guinea","Area per capita","1992","ha/cap","0.20",""
"Equatorial Guinea","Area per capita","1991","ha/cap","0.21",""
"Equatorial Guinea","Area per capita","1990","ha/cap","0.22",""
"Equatorial Guinea","Area per capita","1989","ha/cap","0.23",""
"Equatorial Guinea","Area per capita","1988","ha/cap","0.24",""
"Equatorial Guinea","Area per capita","1987","ha/cap","0.25",""
"Equatorial Guinea","Area per capita","1986","ha/cap","0.26",""
"Equatorial Guinea","Area per capita","1985","ha/cap","0.28",""
"Equatorial Guinea","Area per capita","1984","ha/cap","0.29",""
"Equatorial Guinea","Area per capita","1983","ha/cap","0.33",""
"Equatorial Guinea","Area per capita","1982","ha/cap","0.35",""
"Equatorial Guinea","Area per capita","1981","ha/cap","0.38",""
"Equatorial Guinea","Area per capita","1980","ha/cap","0.41",""
"Equatorial Guinea","Area per capita","1979","ha/cap","0.43",""
"Equatorial Guinea","Area per capita","1978","ha/cap","0.44",""
"Equatorial Guinea","Area per capita","1977","ha/cap","0.44",""
"Equatorial Guinea","Area per capita","1976","ha/cap","0.44",""
"Equatorial Guinea","Area per capita","1975","ha/cap","0.43",""
"Equatorial Guinea","Area per capita","1974","ha/cap","0.43",""
"Equatorial Guinea","Area per capita","1973","ha/cap","0.42",""
"Equatorial Guinea","Area per capita","1972","ha/cap","0.42",""
"Equatorial Guinea","Area per capita","1971","ha/cap","0.41",""
"Equatorial Guinea","Area per capita","1970","ha/cap","0.41",""
"Equatorial Guinea","Area per capita","1969","ha/cap","0.41",""
"Equatorial Guinea","Area per capita","1968","ha/cap","0.42",""
"Equatorial Guinea","Area per capita","1967","ha/cap","0.44",""
"Equatorial Guinea","Area per capita","1966","ha/cap","0.45",""
"Equatorial Guinea","Area per capita","1965","ha/cap","0.47",""
"Equatorial Guinea","Area per capita","1964","ha/cap","0.48",""
"Equatorial Guinea","Area per capita","1963","ha/cap","0.50",""
"Equatorial Guinea","Area per capita","1962","ha/cap","0.51",""
"Equatorial Guinea","Area per capita","1961","ha/cap","0.53",""
"Eritrea","Area","2021","1000 ha","692.00",""
"Eritrea","Area","2020","1000 ha","692.00",""
"Eritrea","Area","2019","1000 ha","692.00",""
"Eritrea","Area","2018","1000 ha","692.00",""
"Eritrea","Area","2017","1000 ha","692.00",""
"Eritrea","Area","2016","1000 ha","692.00",""
"Eritrea","Area","2015","1000 ha","692.00",""
"Eritrea","Area","2014","1000 ha","692.00",""
"Eritrea","Area","2013","1000 ha","692.00",""
"Eritrea","Area","2012","1000 ha","692.00",""
"Eritrea","Area","2011","1000 ha","692.00",""
"Eritrea","Area","2010","1000 ha","692.00",""
"Eritrea","Area","2009","1000 ha","692.00",""
"Eritrea","Area","2008","1000 ha","672.00",""
"Eritrea","Area","2007","1000 ha","672.00",""
"Eritrea","Area","2006","1000 ha","672.00",""
"Eritrea","Area","2005","1000 ha","622.00",""
"Eritrea","Area","2004","1000 ha","600.00",""
"Eritrea","Area","2003","1000 ha","600.00",""
"Eritrea","Area","2002","1000 ha","565.00",""
"Eritrea","Area","2001","1000 ha","565.00",""
"Eritrea","Area","2000","1000 ha","563.00",""
"Eritrea","Area","1999","1000 ha","500.00",""
"Eritrea","Area","1998","1000 ha","500.00",""
"Eritrea","Area","1997","1000 ha","393.00",""
"Eritrea","Area","1996","1000 ha","371.00",""
"Eritrea","Area","1995","1000 ha","440.00",""
"Eritrea","Area","1994","1000 ha","439.00",""
"Eritrea","Area","1993","1000 ha","500.00",""
"Eritrea","Share in Agricultural land","2021","%","9.11",""
"Eritrea","Share in Agricultural land","2020","%","9.11",""
"Eritrea","Share in Agricultural land","2019","%","9.11",""
"Eritrea","Share in Agricultural land","2018","%","9.11",""
"Eritrea","Share in Agricultural land","2017","%","9.11",""
"Eritrea","Share in Agricultural land","2016","%","9.11",""
"Eritrea","Share in Agricultural land","2015","%","9.11",""
"Eritrea","Share in Agricultural land","2014","%","9.11",""
"Eritrea","Share in Agricultural land","2013","%","9.11",""
"Eritrea","Share in Agricultural land","2012","%","9.11",""
"Eritrea","Share in Agricultural land","2011","%","9.11",""
"Eritrea","Share in Agricultural land","2010","%","9.11",""
"Eritrea","Share in Agricultural land","2009","%","9.11",""
"Eritrea","Share in Agricultural land","2008","%","8.87",""
"Eritrea","Share in Agricultural land","2007","%","8.87",""
"Eritrea","Share in Agricultural land","2006","%","8.87",""
"Eritrea","Share in Agricultural land","2005","%","8.27",""
"Eritrea","Share in Agricultural land","2004","%","8.00",""
"Eritrea","Share in Agricultural land","2003","%","7.93",""
"Eritrea","Share in Agricultural land","2002","%","7.50",""
"Eritrea","Share in Agricultural land","2001","%","7.50",""
"Eritrea","Share in Agricultural land","2000","%","7.48",""
"Eritrea","Share in Agricultural land","1999","%","6.70",""
"Eritrea","Share in Agricultural land","1998","%","6.70",""
"Eritrea","Share in Agricultural land","1997","%","5.34",""
"Eritrea","Share in Agricultural land","1996","%","5.06",""
"Eritrea","Share in Agricultural land","1995","%","5.94",""
"Eritrea","Share in Agricultural land","1994","%","5.93",""
"Eritrea","Share in Agricultural land","1993","%","6.76",""
"Eritrea","Share in Land area","2021","%","5.72",""
"Eritrea","Share in Land area","2020","%","5.72",""
"Eritrea","Share in Land area","2019","%","5.72",""
"Eritrea","Share in Land area","2018","%","5.72",""
"Eritrea","Share in Land area","2017","%","5.72",""
"Eritrea","Share in Land area","2016","%","5.72",""
"Eritrea","Share in Land area","2015","%","5.71",""
"Eritrea","Share in Land area","2014","%","5.72",""
"Eritrea","Share in Land area","2013","%","5.72",""
"Eritrea","Share in Land area","2012","%","5.72",""
"Eritrea","Share in Land area","2011","%","5.71",""
"Eritrea","Share in Land area","2010","%","5.72",""
"Eritrea","Share in Land area","2009","%","5.72",""
"Eritrea","Share in Land area","2008","%","5.55",""
"Eritrea","Share in Land area","2007","%","5.55",""
"Eritrea","Share in Land area","2006","%","5.55",""
"Eritrea","Share in Land area","2005","%","5.14",""
"Eritrea","Share in Land area","2004","%","4.96",""
"Eritrea","Share in Land area","2003","%","5.94",""
"Eritrea","Share in Land area","2002","%","5.59",""
"Eritrea","Share in Land area","2001","%","5.59",""
"Eritrea","Share in Land area","2000","%","5.57",""
"Eritrea","Share in Land area","1999","%","4.95",""
"Eritrea","Share in Land area","1998","%","4.95",""
"Eritrea","Share in Land area","1997","%","3.89",""
"Eritrea","Share in Land area","1996","%","3.67",""
"Eritrea","Share in Land area","1995","%","4.36",""
"Eritrea","Share in Land area","1994","%","4.35",""
"Eritrea","Share in Land area","1993","%","4.95",""
"Eritrea","Area per capita","2021","ha/cap","0.19",""
"Eritrea","Area per capita","2020","ha/cap","0.19",""
"Eritrea","Area per capita","2019","ha/cap","0.20",""
"Eritrea","Area per capita","2018","ha/cap","0.20",""
"Eritrea","Area per capita","2017","ha/cap","0.20",""
"Eritrea","Area per capita","2016","ha/cap","0.21",""
"Eritrea","Area per capita","2015","ha/cap","0.21",""
"Eritrea","Area per capita","2014","ha/cap","0.21",""
"Eritrea","Area per capita","2013","ha/cap","0.21",""
"Eritrea","Area per capita","2012","ha/cap","0.21",""
"Eritrea","Area per capita","2011","ha/cap","0.22",""
"Eritrea","Area per capita","2010","ha/cap","0.22",""
"Eritrea","Area per capita","2009","ha/cap","0.22",""
"Eritrea","Area per capita","2008","ha/cap","0.22",""
"Eritrea","Area per capita","2007","ha/cap","0.23",""
"Eritrea","Area per capita","2006","ha/cap","0.23",""
"Eritrea","Area per capita","2005","ha/cap","0.22",""
"Eritrea","Area per capita","2004","ha/cap","0.22",""
"Eritrea","Area per capita","2003","ha/cap","0.23",""
"Eritrea","Area per capita","2002","ha/cap","0.22",""
"Eritrea","Area per capita","2001","ha/cap","0.23",""
"Eritrea","Area per capita","2000","ha/cap","0.24",""
"Eritrea","Area per capita","1999","ha/cap","0.21",""
"Eritrea","Area per capita","1998","ha/cap","0.22",""
"Eritrea","Area per capita","1997","ha/cap","0.17",""
"Eritrea","Area per capita","1996","ha/cap","0.16",""
"Eritrea","Area per capita","1995","ha/cap","0.20",""
"Eritrea","Area per capita","1994","ha/cap","0.21",""
"Eritrea","Area per capita","1993","ha/cap","0.25",""
"Estonia","Area","2021","1000 ha","705.00",""
"Estonia","Area","2020","1000 ha","699.00",""
"Estonia","Area","2019","1000 ha","697.00",""
"Estonia","Area","2018","1000 ha","690.00",""
"Estonia","Area","2017","1000 ha","686.00",""
"Estonia","Area","2016","1000 ha","699.00",""
"Estonia","Area","2015","1000 ha","678.00",""
"Estonia","Area","2014","1000 ha","657.00",""
"Estonia","Area","2013","1000 ha","641.00",""
"Estonia","Area","2012","1000 ha","627.30",""
"Estonia","Area","2011","1000 ha","639.40",""
"Estonia","Area","2010","1000 ha","652.10",""
"Estonia","Area","2009","1000 ha","604.50",""
"Estonia","Area","2008","1000 ha","605.80",""
"Estonia","Area","2007","1000 ha","607.60",""
"Estonia","Area","2006","1000 ha","568.00",""
"Estonia","Area","2005","1000 ha","602.90",""
"Estonia","Area","2004","1000 ha","534.10",""
"Estonia","Area","2003","1000 ha","560.70",""
"Estonia","Area","2002","1000 ha","631.20",""
"Estonia","Area","2001","1000 ha","696.00",""
"Estonia","Area","2000","1000 ha","855.00",""
"Estonia","Area","1999","1000 ha","871.00",""
"Estonia","Area","1998","1000 ha","899.00",""
"Estonia","Area","1997","1000 ha","900.00",""
"Estonia","Area","1996","1000 ha","896.00",""
"Estonia","Area","1995","1000 ha","886.00",""
"Estonia","Area","1994","1000 ha","961.00",""
"Estonia","Area","1993","1000 ha","1077.00",""
"Estonia","Area","1992","1000 ha","1127.00",""
"Estonia","Share in Agricultural land","2021","%","71.43",""
"Estonia","Share in Agricultural land","2020","%","70.96",""
"Estonia","Share in Agricultural land","2019","%","70.52",""
"Estonia","Share in Agricultural land","2018","%","70.05",""
"Estonia","Share in Agricultural land","2017","%","69.86",""
"Estonia","Share in Agricultural land","2016","%","69.69",""
"Estonia","Share in Agricultural land","2015","%","68.28",""
"Estonia","Share in Agricultural land","2014","%","67.45",""
"Estonia","Share in Agricultural land","2013","%","66.42",""
"Estonia","Share in Agricultural land","2012","%","65.62",""
"Estonia","Share in Agricultural land","2011","%","67.59",""
"Estonia","Share in Agricultural land","2010","%","68.73",""
"Estonia","Share in Agricultural land","2009","%","64.87",""
"Estonia","Share in Agricultural land","2008","%","66.81",""
