"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"CANADA","FORT GOOD HOPE A , NT","71000","02201400","1944-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","195714","","199178","","199181","","196515","","197628","","196528","","195512","","194914","","194718","","195105","","196901","","199181","","-9999","","-9999",""
"CANADA","FORT GOOD HOPE A , NT","71000","02201400","1944-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.5","","7.8","","31.4","","-9999.9","1","44.3","","20.4","","2.6","","0.0","","0.0","","150.2","","-9999.9","1"
"CANADA","FORT GOOD HOPE A , NT","71000","02201400","1944-1990","06","Number of Years used to Calculate Normal","mm","25","","25","","24","","28","","25","","26","","22","","25","","24","","23","","22","","22","","-9999.9","1","-9999.9","1"
"CANADA","FORT GOOD HOPE A , NT","71000","02201400","1944-1990","15","Number of Years used to Calculate Normal","mm","23","","25","","24","","26","","22","","21","","19","","23","","21","","21","","22","","21","","-9999.9","1","-9999.9","1"
"CANADA","FORT RESOLUTION A , NT","71000","02202000","1930-1990","","Mean Daily Value","mm","0.0","","0.0","","0.1","","1.6","","4.3","","9.3","","15.6","","13.1","","11.8","","6.4","","0.2","","0.0","","24.1","","-9999.9","1"
"CANADA","FORT RESOLUTION A , NT","71000","02202000","1930-1990","","Maximum Daily Value","mm","1.2","","0.3","","1.8","","16.0","","29.0","","25.0","","47.2","","48.5","","39.1","","28.0","","2.3","","1.8","","48.5","","-9999.9","1"
"CANADA","FORT RESOLUTION A , NT","71000","02202000","1930-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198124","","199105","","195229","","193116","","195125","","199108","","197325","","197317","","196323","","198413","","196904","","195919","","-9999","","-9999",""
"CANADA","FORT RESOLUTION A , NT","71000","02202000","1930-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","2.6","","9.0","","22.7","","40.0","","32.1","","31.3","","13.7","","0.2","","0.0","","151.8","","151.6",""
"CANADA","FORT RESOLUTION A , NT","71000","02202000","1930-1990","06","Number of Years used to Calculate Normal","mm","28","","28","","27","","28","","27","","28","","27","","26","","26","","26","","24","","25","","-9999.9","1","-9999.9","1"
"CANADA","FORT RESOLUTION A , NT","71000","02202000","1930-1990","15","Number of Years used to Calculate Normal","mm","24","","25","","26","","23","","25","","27","","23","","20","","24","","21","","24","","20","","-9999.9","1","-9999.9","1"
"CANADA","WRIGLEY A , NT","71000","02204000","1943-1990","","Mean Daily Value","mm","0.0","","0.0","","0.1","","1.1","","8.6","","16.6","","15.1","","16.8","","9.3","","3.6","","0.2","","0.0","","24.5","","-9999.9","1"
"CANADA","WRIGLEY A , NT","71000","02204000","1943-1990","","Maximum Daily Value","mm","0.0","","0.0","","2.5","","11.7","","23.9","","31.7","","38.1","","40.1","","27.2","","16.0","","5.1","","0.0","","40.1","","-9999.9","1"
"CANADA","WRIGLEY A , NT","71000","02204000","1943-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","196509","","195226","","197628","","198830","","199118","","194914","","195903","","195306","","196721","","199181","","-9999","","-9999",""
"CANADA","WRIGLEY A , NT","71000","02204000","1943-1990","","Mean Monthly Value","mm","0.0","","0.0","","0.1","","-9999.9","1","21.6","","53.9","","56.1","","48.6","","26.4","","5.5","","0.2","","0.0","","213.9","","-9999.9","1"
"CANADA","WRIGLEY A , NT","71000","02204000","1943-1990","06","Number of Years used to Calculate Normal","mm","28","","29","","29","","28","","29","","29","","29","","29","","30","","29","","30","","27","","-9999.9","1","-9999.9","1"
"CANADA","WRIGLEY A , NT","71000","02204000","1943-1990","15","Number of Years used to Calculate Normal","mm","24","","26","","24","","19","","24","","24","","24","","21","","24","","22","","27","","21","","-9999.9","1","-9999.9","1"
"CANADA","CHESTERFIELD , NT","71000","02300700","1930-1981","","Mean Daily Value","mm","0.0","","0.0","","0.0","","0.6","","4.4","","8.4","","15.7","","13.5","","12.6","","4.0","","-9999.9","1","0.0","","-9999.9","1","-9999.9","1"
"CANADA","CHESTERFIELD , NT","71000","02300700","1930-1981","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","10.9","","23.6","","39.1","","57.9","","39.1","","36.6","","23.1","","6.1","","0.3","","57.9","","-9999.9","1"
"CANADA","CHESTERFIELD , NT","71000","02300700","1930-1981","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198181","","198158","","198081","","197718","","196624","","193125","","193418","","193216","","197006","","197119","","193017","","196719","","-9999","","-9999",""
"CANADA","CHESTERFIELD , NT","71000","02300700","1930-1981","","Mean Monthly Value","mm","0.0","","0.0","","0.0","","0.6","","6.2","","15.6","","40.1","","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","0.0","","138.4","","-9999.9","1"
"CANADA","CHESTERFIELD , NT","71000","02300700","1930-1981","06","Number of Years used to Calculate Normal","mm","21","","21","","20","","20","","20","","20","","20","","20","","20","","20","","19","","20","","-9999.9","1","-9999.9","1"
"CANADA","CHESTERFIELD , NT","71000","02300700","1930-1981","15","Number of Years used to Calculate Normal","mm","21","","20","","20","","20","","20","","20","","20","","19","","19","","19","","19","","20","","-9999.9","1","-9999.9","1"
"CANADA","ARVIAT A , NT","71000","02300MKF","1973-1990","","Maximum Daily Value","mm","0.0","","0.0","","0.0","","0.5","","12.0","","19.6","","25.4","","20.3","","20.0","","13.5","","0.0","","0.0","","25.4","","-9999.9","1"
"CANADA","ARVIAT A , NT","71000","02300MKF","1973-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","199181","","199178","","199181","","197423","","198731","","198773","","197506","","198927","","199102","","197303","","199180","","199181","","-9999","","-9999",""
"CANADA","CORONATION A , AB","71000","03011880","1944-1990","","Mean Daily Value","mm","0.5","","0.2","","0.9","","4.0","","12.3","","24.3","","24.4","","17.0","","14.7","","5.1","","1.2","","0.5","","36.6","","-9999.9","1"
"CANADA","CORONATION A , AB","71000","03011880","1944-1990","","Maximum Daily Value","mm","3.8","","2.5","","7.1","","20.8","","28.2","","105.7","","98.8","","48.8","","47.8","","19.3","","9.1","","4.0","","105.7","","-9999.9","1"
"CANADA","CORONATION A , AB","71000","03011880","1944-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198929","","196202","","198809","","194830","","198219","","197315","","196214","","195308","","196821","","197005","","196722","","198518","","-9999","","-9999",""
"CANADA","CORONATION A , AB","71000","03011880","1944-1990","","Mean Monthly Value","mm","0.7","","0.3","","1.3","","7.2","","35.4","","62.7","","72.2","","48.8","","35.7","","8.4","","1.9","","0.5","","275.2","","275.1",""
"CANADA","CORONATION A , AB","71000","03011880","1944-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","CORONATION A , AB","71000","03011880","1944-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","VERMILION A , AB","71000","03016800","1945-1982","","Mean Daily Value","mm","0.8","","0.2","","0.7","","5.5","","13.7","","28.0","","22.6","","20.5","","12.7","","5.8","","1.5","","0.7","","36.6","","-9999.9","1"
"CANADA","VERMILION A , AB","71000","03016800","1945-1982","","Maximum Daily Value","mm","11.2","","3.3","","6.2","","16.9","","29.6","","98.0","","53.6","","75.2","","51.1","","26.2","","7.9","","8.0","","98.0","","-9999.9","1"
"CANADA","VERMILION A , AB","71000","03016800","1945-1982","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196824","","196517","","197829","","197727","","197715","","197315","","197301","","194616","","196402","","194602","","196722","","197905","","-9999","","-9999",""
"CANADA","VERMILION A , AB","71000","03016800","1945-1982","","Mean Monthly Value","mm","0.9","","0.2","","0.9","","9.3","","37.5","","75.9","","78.5","","62.8","","34.2","","10.1","","2.0","","0.9","","313.1","","313.2",""
"CANADA","VERMILION A , AB","71000","03016800","1945-1982","06","Number of Years used to Calculate Normal","mm","22","","22","","22","","21","","21","","21","","21","","21","","21","","21","","21","","21","","-9999.9","1","-9999.9","1"
"CANADA","VERMILION A , AB","71000","03016800","1945-1982","15","Number of Years used to Calculate Normal","mm","22","","22","","21","","21","","21","","21","","21","","21","","21","","20","","20","","21","","-9999.9","1","-9999.9","1"
"CANADA","LETHBRIDGE CDA , AB","71000","03033890","1908-1989","","Mean Daily Value","mm","0.5","","0.2","","1.6","","7.9","","17.7","","25.3","","16.9","","21.4","","16.3","","4.4","","1.0","","0.5","","42.4","","-9999.9","1"
"CANADA","LETHBRIDGE CDA , AB","71000","03033890","1908-1989","","Maximum Daily Value","mm","7.9","","4.8","","11.4","","54.4","","57.4","","92.7","","55.9","","91.6","","75.7","","72.4","","16.8","","15.5","","92.7","","-9999.9","1"
"CANADA","LETHBRIDGE CDA , AB","71000","03033890","1908-1989","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","197718","","195825","","191415","","197426","","198023","","196321","","191618","","197923","","191604","","191002","","191210","","193920","","-9999","","-9999",""
"CANADA","LETHBRIDGE CDA , AB","71000","03033890","1908-1989","","Mean Monthly Value","mm","0.5","","0.2","","2.5","","14.6","","46.4","","64.4","","39.8","","44.7","","37.2","","8.5","","1.2","","0.5","","260.4","","260.5",""
"CANADA","LETHBRIDGE CDA , AB","71000","03033890","1908-1989","06","Number of Years used to Calculate Normal","mm","29","","28","","28","","28","","29","","29","","29","","29","","28","","28","","29","","28","","-9999.9","1","-9999.9","1"
"CANADA","LETHBRIDGE CDA , AB","71000","03033890","1908-1989","15","Number of Years used to Calculate Normal","mm","29","","28","","28","","28","","29","","29","","29","","29","","28","","28","","29","","28","","-9999.9","1","-9999.9","1"
"CANADA","MANYBERRIES CDA , AB","71000","03044200","1928-1990","","Mean Daily Value","mm","0.2","","0.2","","1.7","","6.8","","15.9","","20.8","","10.9","","15.7","","14.0","","4.5","","0.8","","0.4","","30.6","","-9999.9","1"
"CANADA","MANYBERRIES CDA , AB","71000","03044200","1928-1990","","Maximum Daily Value","mm","12.7","","4.3","","12.4","","30.7","","55.9","","78.5","","41.9","","61.0","","62.5","","26.7","","4.8","","5.2","","78.5","","-9999.9","1"
"CANADA","MANYBERRIES CDA , AB","71000","03044200","1928-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","194513","","194826","","196417","","195518","","196522","","196516","","193521","","195128","","198624","","194001","","196205","","198904","","-9999","","-9999",""
"CANADA","MANYBERRIES CDA , AB","71000","03044200","1928-1990","","Mean Monthly Value","mm","0.2","","0.3","","2.3","","13.2","","45.7","","57.0","","31.9","","34.2","","30.1","","7.4","","1.1","","0.6","","223.9","","224.0",""
"CANADA","MANYBERRIES CDA , AB","71000","03044200","1928-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","-9999.9","1","-9999.9","1"
"CANADA","MANYBERRIES CDA , AB","71000","03044200","1928-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","29","","-9999.9","1","-9999.9","1"
"CANADA","REGINA CDA , SK","71000","04016640","1932-1990","","Mean Daily Value","mm","0.6","","0.3","","2.5","","7.5","","16.4","","22.7","","24.6","","14.7","","14.1","","8.6","","1.3","","0.6","","40.0","","-9999.9","1"
"CANADA","REGINA CDA , SK","71000","04016640","1932-1990","","Maximum Daily Value","mm","4.2","","6.1","","11.4","","39.6","","47.0","","94.7","","101.6","","57.7","","43.4","","36.5","","6.4","","5.1","","101.6","","-9999.9","1"
"CANADA","REGINA CDA , SK","71000","04016640","1932-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","198428","","195303","","197619","","198519","","198605","","197525","","196403","","194227","","195925","","198926","","194803","","195626","","-9999","","-9999",""
"CANADA","REGINA CDA , SK","71000","04016640","1932-1990","","Mean Monthly Value","mm","0.6","","0.3","","3.4","","13.6","","48.0","","60.8","","58.9","","39.1","","32.8","","15.7","","2.1","","0.8","","276.1","","276.1",""
"CANADA","REGINA CDA , SK","71000","04016640","1932-1990","06","Number of Years used to Calculate Normal","mm","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","29","","28","","-9999.9","1","-9999.9","1"
"CANADA","REGINA CDA , SK","71000","04016640","1932-1990","15","Number of Years used to Calculate Normal","mm","29","","29","","29","","28","","28","","28","","29","","29","","29","","29","","29","","28","","-9999.9","1","-9999.9","1"
"CANADA","SWIFT CURRENT CDA , SK","71000","04028060","1959-1990","","Mean Daily Value","mm","0.9","","0.4","","0.7","","5.4","","14.8","","21.1","","16.3","","13.2","","12.3","","4.5","","1.4","","1.0","","31.0","","-9999.9","1"
"CANADA","SWIFT CURRENT CDA , SK","71000","04028060","1959-1990","","Maximum Daily Value","mm","7.4","","4.8","","4.0","","19.3","","35.7","","91.9","","42.6","","26.7","","45.0","","24.4","","10.7","","10.0","","91.9","","-9999.9","1"
"CANADA","SWIFT CURRENT CDA , SK","71000","04028060","1959-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","196203","","198922","","198713","","197313","","198309","","196414","","198201","","196022","","196503","","196214","","196722","","198812","","-9999","","-9999",""
"CANADA","SWIFT CURRENT CDA , SK","71000","04028060","1959-1990","","Mean Monthly Value","mm","1.0","","0.4","","1.1","","10.9","","37.0","","66.1","","44.0","","35.4","","28.0","","8.0","","1.8","","1.2","","235.0","","234.9",""
"CANADA","SWIFT CURRENT CDA , SK","71000","04028060","1959-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","SWIFT CURRENT CDA , SK","71000","04028060","1959-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","28","","29","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","SCOTT CDA , SK","71000","04047240","1911-1990","","Mean Daily Value","mm","0.6","","0.0","","1.2","","7.5","","14.4","","22.3","","21.1","","17.6","","12.7","","5.0","","1.6","","0.7","","33.0","","-9999.9","1"
"CANADA","SCOTT CDA , SK","71000","04047240","1911-1990","","Maximum Daily Value","mm","10.2","","9.1","","10.2","","29.2","","51.6","","62.0","","59.0","","67.8","","57.2","","44.5","","8.6","","10.2","","67.8","","-9999.9","1"
"CANADA","SCOTT CDA , SK","71000","04047240","1911-1990","","Date (Year/Day) of Occurrence of Maximum Daily Value","mm","195513","","193019","","195830","","198519","","194422","","195529","","199002","","194424","","191413","","191404","","198904","","195626","","-9999","","-9999",""
"CANADA","SCOTT CDA , SK","71000","04047240","1911-1990","","Mean Monthly Value","mm","0.6","","0.0","","1.8","","14.1","","34.7","","67.3","","65.6","","43.7","","29.8","","9.2","","2.3","","0.7","","269.9","","269.8",""
"CANADA","SCOTT CDA , SK","71000","04047240","1911-1990","06","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999.9","1","-9999.9","1"
"CANADA","SCOTT CDA , SK","71000","04047240","1911-1990","15","Number of Years used to Calculate Normal","mm","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","30","","30","","-9999.9","1","-9999.9","1"
